ESU_DPS,COMMON_POPULATION_NAME,OBJECTID_POPTable,WCR_POP_ID,TRT_POP_ID,NWFSC_POP_ID,POPULATION,TYPE,STATUS,RUN_TIMING,MIDLEVEL_GROUP,OBJECTID_DPSTable,Common species,DPS_ID,FRN,LISTING_DESCRIPTION,LISTING_STATUS,SPECIES,TRT
"Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",16,CKLCRfaMIL,,17,"Mill, Abernathy, and Germany Creeks",Independent,Extant,fall,Coast fall,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",North Fork Lewis River - spring Chinook salmon,17,CKLCRspNFL,,18,North Fork Lewis River,Independent,Extant,spring,Cascade spring,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",Salmon Creek - fall Chinook salmon,18,CKLCRfaSAL,,19,Salmon Creek,Independent,Extant,fall,Cascade fall,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",Tilton River - spring Chinook salmon,23,CKLCRspTIL,,24,Tilton River,Independent,Extant,spring,Cascade spring,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",Toutle River - fall Chinook salmon,24,CKLCRfaTOU,,25,Toutle River,Independent,Extant,fall,Cascade fall,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",Toutle River - spring Chinook salmon,25,CKLCRspTOU,,26,Toutle River,Independent,Extant,spring,Cascade spring,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",Upper Cowlitz River - fall Chinook salmon,26,CKLCRfaUCW,,27,Upper Cowlitz River,Independent,Extant,fall,Cascade fall,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",Upper Cowlitz River - spring Chinook salmon,27,CKLCRspUCW,,28,Upper Cowlitz River,Independent,Extant,spring,Cascade spring,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",Upper Gorge Tributaries - fall Chinook salmon,28,CKLCRfaUGT,,29,Upper Gorge Tributaries,Independent,Extant,fall,Gorge fall,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",Washougal River - fall Chinook salmon,29,CKLCRfaWSH,,30,Washougal River,Independent,Extant,fall,Cascade fall,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",White Salmon River - fall Chinook salmon,30,CKLCRfaWSR,,31,White Salmon River,Independent,Extant,fall,Gorge fall,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Lower Columbia River ESU)",White Salmon River - spring Chinook salmon,31,CKLCRspWSR,,32,White Salmon River,Independent,Extant,spring,Gorge spring,4,Chinook salmon,CKLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from the Columbia River and its tributaries downstream of a transitional point east of the Hood and White Salmon Rivers, and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Not included in this DPS are: (1) spring-run Chinook salmon originating from the Clackamas River; (2) fall-run Chinook salmon originating from Upper Columbia River bright hatchery stocks, that spawn in the mainstem Columbia River below Bonneville Dam, and in other tributaries upstream from the Sandy River to the Hood and White Salmon Rivers; (3) spring-run Chinook salmon originating from the Round Butte Hatchery (Deschutes River, Oregon) and spawning in the Hood River; (4) spring-run Chinook salmon originating from the Carson National Fish Hatchery and spawning in the Wind River; and (5) naturally spawning Chinook salmon originating from the Rogue River Fall Chinook Program. This DPS does include Chinook salmon from 15 artificial propagation programs: the Big Creek Tule Chinook Program; Astoria High School Salmon-Trout Enhancement Program (STEP) Tule Chinook Program; Warrenton High School STEP Tule Chinook Program; Cowlitz Tule Chinook Program; North Fork Toutle Tule Chinook Program; Kalama Tule Chinook Program; Washougal River Tule Chinook Program; Spring Creek National Fish Hatchery (NFH) Tule Chinook Program; Cowlitz Spring Chinook Program in the Upper Cowlitz River and the Cispus River; Friends of the Cowlitz Spring Chinook Program; Kalama River Spring Chinook Program; Lewis River Spring Chinook Program; Fish First Spring Chinook Program; and the Sandy River Hatchery (Oregon Department of Fish and Wildlife Stock #11).",Threatened,Oncorhynchus tshawytscha,Willamette-Lower Columbia Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Cascade River - spring Chinook salmon,33,CKPUGspCSC,5,34,Cascade River,Independent,Extant,spring,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Cedar River - fall Chinook salmon,34,CKPUGfaCDR,14,35,Cedar River,Independent,Extant,fall,Central/South Sound,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Dungeness River - summer Chinook salmon,35,CKPUGsuDNG,21,36,Dungeness River,Independent,Extant,summer,Strait of Juan de Fuca,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Elwha River - fall  Chinook salmon,36,CKPUGfaELW,22,37,Elwha River,Independent,Extant,fall,Strait of Juan de Fuca,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Green River - fall Chinook salmon,37,CKPUGfaGRN,15,38,Green River,Independent,Extant,fall,Central/South Sound,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
"Salmon, Chinook (Puget Sound ESU)",Lower Sauk River - summer Chinook salmon,38,CKPUGsuLSA,6,39,Lower Sauk River,Independent,Extant,summer,Whidbey Basin,5,Chinook salmon,CKPUG,"79 FR 20802, Apr 14, 2014","Naturally spawned Chinook salmon originating from rivers flowing into Puget Sound from the Elwha River (inclusive) eastward, including rivers in Hood Canal, South Sound, North Sound and the Strait of Georgia. Also, Chinook salmon from 26 artificial propagation programs: the Kendall Creek Hatchery Program; Marblemount Hatchery Program (spring subyearlings and summer-run); Harvey Creek Hatchery Program (summer-run and fall-run); Whitehorse Springs Pond Program; Wallace River Hatchery Program (yearlings and subyearlings); Tulalip Bay Program; Issaquah Hatchery Program; Soos Creek Hatchery Program; Icy Creek Hatchery Program; Keta Creek Hatchery Program; White River Hatchery Program; White Acclimation Pond Program; Hupp Springs Hatchery Program; Voights Creek Hatchery Program; Diru Creek Program; Clear Creek Program; Kalama Creek Program; George Adams Hatchery Program; Rick’s Pond Hatchery Program; Hamma Hamma Hatchery Program; Dungeness/Hurd Creek Hatchery Program; Elwha Channel Hatchery Program; and the Skookum Creek Hatchery Spring-run Program.",Threatened,Oncorhynchus tshawytscha,Puget Sound Technical Recovery Team
